// 神秘紫箱開出物品列表

// Structure of Database:
// GroupID,ItemID,Rate

2,501,14	//紅色藥水
2,502,14	//赤色藥水
2,503,14	//黃色藥水
2,504,14	//白色藥水
2,505,14	//藍色藥水
2,506,14	//綠色藥水
2,507,14	//紅色藥草
2,508,14	//黃色藥草
2,509,14	//白色藥草
2,510,14	//藍色藥草
2,511,14	//綠色藥草
2,512,14	//蘋果
2,513,14	//香蕉
2,514,14	//葡萄
2,515,14	//紅蘿蔔
2,516,14	//蕃薯
2,517,14	//肉
2,518,14	//蜂蜜
2,519,14	//牛奶
2,520,14	//西納雷葉子
2,521,14	//蘆薈葉子
2,522,14	//瑪絲黛拉果實
2,523,14	//聖水
2,525,14	//萬能藥
2,526,14	//蜂膠
2,528,14	//魔物飼料
2,529,14	//糖果
2,530,14	//柺杖糖
2,531,14	//蘋果汁
2,532,14	//香蕉汁
2,533,14	//葡萄汁
2,534,14	//紅蘿蔔汁
2,535,14	//南瓜
2,536,14	//霜淇淋
2,537,14	//寵物飼料
2,538,14	//薑餅
2,539,14	//小蛋糕
2,544,14	//生魚片
2,545,14	//紅色纖細藥水
2,546,14	//黃色纖細藥水
2,547,14	//白色纖細藥水
2,548,14	//起士
2,549,14	//美味蕃薯
2,550,14	//仙貝
2,551,14	//明蝦壽司
2,553,14	//包子
2,555,14	//糕餅
2,558,14	//巧克力
2,561,14	//白色情人巧克力
2,601,14	//蒼蠅翅膀
2,602,14	//蝴蝶翅膀
2,603,614	//神秘箱子
2,604,213	//枯樹枝
2,605,14	//曼特療傷藥
2,606,14	//蘆薈汁液
2,607,14	//天地樹果實
2,608,14	//天地樹芽
2,609,14	//返魂符
2,610,14	//天地樹葉子
2,611,14	//放大鏡
2,612,14	//攜帶用熔礦爐
2,613,14	//鋼鐵錘子
2,614,14	//黃金錘子
2,615,14	//神之金屬錘子
2,616,1	//老舊收集冊
2,617,103	//神秘紫箱
2,618,14	//老舊卷軸
2,619,14	//青蘋果
2,620,14	//濃縮柳橙汁
2,621,14	//苦味草
2,622,14	//彩色紅蘿蔔
2,623,14	//變態蚯蚓
2,624,14	//腐臭之魚
2,625,14	//鏽鐵
2,626,14	//魔物飲料
2,627,14	//魔物牛奶
2,628,14	//營養大骨
2,629,14	//呢喃花
2,630,14	//青苔
2,631,14	//青嫩毒草
2,632,14	//營養蚯蚓
2,633,14	//魔物番薯
2,634,14	//魔物香蕉
2,635,14	//魔物之證
2,636,14	//魔物信件
2,637,14	//魔物掃把
2,638,14	//純潔銀刃
2,639,14	//馴服手鐲
2,640,14	//閃爍之石
2,641,14	//黑暗合約書
2,642,14	//惡魔召喚書
2,643,14	//攜帶用孵蛋器
2,644,114	//禮物箱
2,645,14	//集中藥水
2,656,14	//覺醒藥水
2,657,14	//菠色克藥水
2,659,14	//心愛女人之回憶
2,663,14	//年糕
2,664,14	//禮盒
2,665,14	//禮盒
2,666,14	//禮盒
2,667,14	//禮盒
2,668,14	//紅包
2,678,14	//毒藥瓶
2,679,14	//召還丹
2,701,14	//歐拉歐拉
2,702,14	//家畜血
2,703,14	//西納雷花
2,704,14	//蘆薈
2,705,14	//三葉幸運草
2,706,14	//四葉幸運草
2,707,14	//哀唱草
2,708,14	//曼特花
2,710,14	//幻想花
2,711,14	//芽苗
2,712,14	//花
2,713,14	//空瓶
2,714,14	//華麗金屬
2,715,14	//黃色魔力礦石
2,716,14	//紅色魔力礦石
2,717,14	//藍色魔力礦石
2,718,14	//深紅寶石
2,719,14	//紫寶石
2,720,14	//天藍寶石
2,721,14	//綠寶石
2,722,14	//珍珠
2,723,14	//紅寶石
2,724,14	//詛咒紅寶石
2,725,14	//大紅寶石
2,726,14	//藍寶石
2,727,14	//白寶石
2,728,14	//黃寶石
2,729,14	//青綠寶石
2,730,14	//1克拉鑽石
2,731,14	//2克拉鑽石
2,732,14	//3克拉鑽石
2,733,14	//受損的鑽石
2,734,14	//紅色相框
2,735,14	//藍色陶瓷器
2,736,14	//白色盤子
2,737,14	//黑色杓子
2,738,14	//筆筒
2,739,14	//化妝品
2,740,14	//瘋兔娃娃
2,741,14	//波利娃娃
2,742,14	//蒼蠅娃娃
2,743,14	//魔菇娃娃
2,744,14	//花束
2,745,14	//捧花
2,746,14	//玻璃珠
2,747,14	//水晶鏡子
2,748,14	//永恆玫瑰
2,749,14	//冰雕玫瑰
2,750,14	//巴風特娃娃
2,751,14	//俄塞里斯娃娃
2,752,14	//搖滾蝗蟲娃娃
2,753,14	//溜溜猴娃娃
2,754,14	//狸貓娃娃
2,756,14	//神之金屬原石
2,757,14	//鋁原石
2,901,14	//辮子
2,902,14	//樹根
2,903,14	//爬蟲類舌頭
2,904,14	//蠍子尾巴
2,905,14	//植物梗
2,906,14	//鱗片梗
2,907,14	//枯木汁
2,908,14	//青蛙蛋
2,909,14	//傑勒比結晶
2,910,14	//加勒結晶
2,911,14	//雪勒結晶
2,912,14	//剎勒空結晶
2,913,14	//蝙蝠牙
2,914,14	//毛
2,915,14	//蛹殼
2,916,14	//羽毛
2,917,14	//鳥指甲
2,918,14	//粘糊的蹼
2,919,14	//動物外皮
2,920,14	//狼指甲
2,921,14	//香菇芽孢
2,922,14	//獸人犬齒
2,923,14	//惡魔角
2,924,14	//蝴蝶翅膀粉末
2,925,14	//鳥嘴
2,926,14	//蛇鱗
2,928,14	//昆蟲觸角
2,929,14	//不死心臟
2,930,14	//腐爛繃帶
2,931,14	//獸人戰士之證
2,932,14	//死人遺骨
2,934,14	//亡者遺物
2,935,14	//堅硬外殼
2,936,14	//鱗片皮膚
2,937,14	//毒牙
2,938,14	//粘稠液體
2,939,14	//蜂針
2,940,14	//蝗蟲後腿
2,941,14	//牛鼻環
2,942,14	//猴子尾巴
2,943,14	//堅硬外皮
2,944,14	//馬蹄
2,945,14	//變身葉子
2,946,14	//蝸牛殼
2,947,14	//硬角
2,948,14	//熊掌
2,949,14	//柔毛
2,950,14	//人魚之心
2,951,14	//背鰭
2,952,14	//仙人掌刺
2,953,14	//石心
2,954,14	//發亮鱗片
2,955,14	//昆蟲外殼
2,956,14	//鰓刺
2,957,14	//亡者指甲
2,958,14	//亡者牙齒
2,959,14	//腐爛鱗片
2,960,14	//鉗子
2,961,14	//海螺
2,962,14	//觸鬚
2,963,14	//銳利麟片
2,964,14	//螃蟹外殼
2,965,14	//蛤蜊外殼
2,966,14	//蛤蜊肉
2,967,14	//烏龜外殼
2,968,14	//獸人英雄之證
2,969,14	//黃金
2,970,14	//酒精
2,971,14	//帝特立米藥水
2,972,14	//卡勒波迪藥水
2,973,14	//中和劑
2,974,14	//混合劑
2,975,14	//紅色染料
2,976,14	//黃色染料
2,978,14	//藍色染料
2,979,14	//綠色染料
2,980,14	//赤色染料
2,981,14	//紫色染料
2,982,14	//白色染料
2,983,14	//黑色染料
2,984,14	//神之金屬
2,985,14	//鋁
2,986,14	//鐵砧
2,987,14	//神之金屬鐵砧
2,988,14	//黃金鐵砧
2,989,14	//華麗金屬鐵砧
2,990,14	//火靈礦石
2,991,14	//水靈礦石
2,992,14	//風靈礦石
2,993,14	//地靈礦石
2,994,14	//火靈原石
2,995,14	//水靈原石
2,996,14	//風靈原石
2,997,14	//土靈原石
2,998,14	//鐵
2,999,14	//鋼鐵
2,1000,14	//星星的角
2,1001,14	//星星的粉末
2,1002,14	//鐵礦石
2,1003,14	//煤礦
2,1004,14	//忠誠之證
2,1005,14	//高級鐵砧
2,1006,14	//古魔法書
2,1007,14	//慧眼
2,1008,14	//泯滅之心
2,1009,14	//神之手
2,1010,14	//強化武器金屬-級數一
2,1011,14	//強化武器金屬-級數二
2,1012,14	//傘蜥頸
2,1013,14	//彩色昆蟲外殼
2,1014,14	//螞蟻下巴
2,1015,14	//細長舌頭
2,1016,14	//鼠尾
2,1017,14	//鼠鬚
2,1018,14	//鼠指甲
2,1019,14	//瑪哪樹枝
2,1020,14	//長髮
2,1021,14	//土人之角
2,1022,14	//狐狸尾巴
2,1023,14	//魚尾
2,1024,14	//墨汁
2,1025,14	//蜘蛛絲
2,1026,14	//橡實
2,1027,14	//刺蝟尖刺
2,1028,14	//野豬毛
2,1029,14	//虎皮
2,1030,14	//虎掌
2,1031,14	//螳螂臂
2,1032,14	//噬人樹花
2,1033,14	//噬人樹根
2,1034,14	//哥布靈毛
2,1035,14	//龍牙
2,1036,14	//龍鱗
2,1037,14	//龍尾
2,1038,14	//小惡魔角
2,1039,14	//小惡魔翅膀
2,1040,14	//老妖精鬍鬚
2,1041,14	//手提燈
2,1042,14	//昆蟲後腳
2,1043,14	//獸人指甲
2,1044,14	//茲諾克之牙
2,1045,14	//聖殿士面具
2,1046,14	//蠍子之鉗
2,1047,14	//蛇女之首
2,1048,14	//蛇髮
2,1049,14	//韓服
2,1050,14	//血管
2,1051,14	//腦管
2,1052,14	//單細胞
2,1053,14	//人魚之牙
2,1054,14	//人魚嘴巴
2,1055,14	//蚯蚓皮
2,1056,14	//黃玉碎片
2,1057,14	//蛾蝶蟲翅膀粉末
2,1058,14	//蛾蝶翅膀
2,1059,14	//透明之布
2,1060,14	//金色頭髮
2,1061,14	//魔女之星沙
2,1062,14	//南瓜頭
2,1063,14	//銳利錐子
2,1064,14	//鞭繩
2,1065,14	//設置用陷阱道具
2,1066,14	//天地樹枝
2,1067,14	//智慧樹枝
2,1068,14	//世界樹枝
2,1088,14	//夢羅克水溶液試管
2,1089,14	//斐揚水溶液試管
2,1092,14	//空試管
2,1093,14	//空藥瓶
2,1094,14	//短辮子
2,1095,14	//指針
2,1096,14	//圓形外皮
2,1097,14	//破舊書頁
2,1098,14	//手銬
2,1099,14	//老舊犯人服
2,1102,7	//長劍
2,1105,7	//圓月刀
2,1108,7	//厚刃劍
2,1111,7	//擊刺長劍
2,1114,7	//彎刀
2,1117,7	//武士刀
2,1120,7	//日本刀
2,1124,7	//獸人刀
2,1125,7	//圓柄馬刀
2,1127,7	//騎兵之劍
2,1128,7	//海東劍
2,1129,7	//水紋之劍
2,1152,7	//雙手劍
2,1155,7	//亞爾特劍
2,1158,7	//雙手巨劍
2,1162,7	//雙手重劍
2,1163,7	//十字巨劍
2,1202,7	//短劍
2,1205,7	//卡特短劍
2,1208,7	//笨拙短劍
2,1211,7	//德克短劍
2,1214,7	//大駒短劍
2,1217,7	//雙刃短劍
2,1220,7	//長柄短劍
2,1226,7	//大馬士革短劍
2,1243,7	//初學者笨拙短劍
2,1251,7	//拳刃
2,1253,7	//卡塔勒拳刃
2,1255,7	//秘刃 闇嘯
2,1256,7	//冰靈拳刃
2,1257,7	//刺藤拳刃
2,1258,7	//火靈拳刃
